<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SANDP-500,D,20020114,000000,1144.4000000,1145.2800000,1138.3400000,1144.2100000,0
SANDP-500,D,20020115,000000,1138.4100000,1148.3400000,1136.8800000,1142.5600000,0
SANDP-500,D,20020116,000000,1142.6400000,1146.1900000,1133.2600000,1138.7200000,0
SANDP-500,D,20020117,000000,1130.3100000,1136.3700000,1130.3100000,1132.4900000,0
SANDP-500,D,20020118,000000,1133.0400000,1133.0400000,1128.4600000,1131.0100000,0
SANDP-500,D,20020122,000000,1132.7700000,1135.2600000,1129.1000000,1129.4400000,0
SANDP-500,D,20020123,000000,1120.1300000,1125.9700000,1117.4300000,1125.0500000,0
SANDP-500,D,20020124,000000,1128.1800000,1139.3700000,1128.1800000,1135.3900000,0
SANDP-500,D,20020125,000000,1131.3500000,1138.3100000,1127.8200000,1133.2900000,0
SANDP-500,D,20020126,000000,1133.2000000,1133.2900000,1133.2000000,1133.2900000,0
SANDP-500,D,20020128,000000,1133.2800000,1138.5800000,1133.2800000,1135.1100000,0
SANDP-500,D,20020129,000000,1133.0600000,1137.4400000,1133.0600000,1135.4400000,0
SANDP-500,D,20020131,000000,1114.7800000,1120.2700000,1113.3000000,1117.3900000,0
SANDP-500,D,20020205,000000,1094.4400000,1100.9600000,1082.5800000,1090.0200000,0
SANDP-500,D,20020206,000000,1090.0200000,1093.5800000,1077.7800000,1083.5100000,0
SANDP-500,D,20020207,000000,1083.5100000,1094.0300000,1078.4400000,1080.1700000,0
SANDP-500,D,20020208,000000,1080.1700000,1096.3000000,1079.9100000,1096.2200000,0
SANDP-500,D,20020209,000000,1096.2700000,1096.3000000,1096.2000000,1096.2200000,0
SANDP-500,D,20020211,000000,1096.2200000,1101.4500000,1094.6800000,1100.7700000,0
SANDP-500,D,20020212,000000,1111.9400000,1111.9400000,1104.3000000,1109.1700000,0
SANDP-500,D,20020213,000000,1107.5000000,1120.5600000,1107.5000000,1115.3300000,0
SANDP-500,D,20020214,000000,1118.5100000,1122.9800000,1114.7400000,1122.9800000,0
SANDP-500,D,20020215,000000,1116.7200000,1117.0900000,1106.5100000,1109.5200000,0
SANDP-500,D,20020219,000000,1104.1800000,1104.1800000,1088.4900000,1090.7100000,0
